Abbott, Harvey L.
von Weizsacker, Heinrich
Voorhoeve, Marc
Vopenka, Petr
Voss, Heinz-Jurgen
Voxman, B.
Vranceanu, Gheorghe
Vrbanova, Mariya
Vrecica, Sinisa T.
Vrto, Imrich
Vu, Van H.
Vucenic, Wayne
Vuilleumier, Monique
Waarts, Orli
Wage, Michael J.
Wagner, Carl G.
Wagner, David Gustav
Wagner, Gerold Sala
Wagner, Joel I.
Wagner, William J.
Wagon, Stanley
Wahid, Shanaz A.
Wainger, Stephen
Wajnryb, Bronislaw
Wakabayashi, Yoshiko
Wakulicz, Andrzej
Walba, D.
Wald, Abraham
Wald, Joseph A.
Walden, William E.
Waldschmidt, Michel
Wales, David B.
Walfisz, Arnold
Walikar, H. B.
Walker, James W.
Wall, Curtiss E.
Wall, James R.
Wallace, Alexander Doniphan
Wallace, Mark S.
Wallen, Lawrence J.
Waller, W. A.
Wallis, Charles K.
Wallis, Walter Denis
Wallsten, Robert
Walsh, John B.
Walsh, Joseph L.
Walsh, Timothy Robert Steven
Walters, Jakobus L.
Walther, Hansjoachim
Walton, Lewis F.
Walum, Herbert
Wan, Peng Jun
Wang, Chang Fan
Wang, Chi
Wang, Da-Lun
Wang, Edward T. H.
Wang, Gang-2
Wang, Hong-3
Wang, Jian Fang
Wang, Jian Zhong-2
Wang, Lian Xiang
Wang, Ping-1
Wang, Ren Hong
Wang, S. C.
Wang, Shang Zhi
Wang, Tao
Wang, Xiao Ji
Wang, Xin
Wang, Yang
Wang, Yuan
Wang, Yuan-1
Ward, Harold N.
Ward, J. C.
Ward, Joseph D.
Warga, Jack
Warlimont, Richard
Warmuth, Manfred K.
Warren, Leroy J.
Warschawski, Stefan E.
Wasan, Siri Krishan
Watanabe, Hisao
Watanabe, Mamoru
Watanabe, Mika
Waterman, Michael S.
Watkins, John J.
Watkins, Mark E.
Watson, G. L.
Watson, Neil A.
Watson, P.
Watson, Stephen
Wayne, Clarence Eugene
Weaver, Margaret Lefevre
Weber, J. M.
Weber, Karl F. E.
Weck, Sibylle
Weedmark, R. H.
Weese, Martin
Weglorz, Bogdan
Wei, Victor K.-W.
Wei, Wan Di
Wei, Yuan-Jun
Weikum, Gerhard
Weil, Clifford
Weinberg, David A.
Weinberger, Hans F.
Weinberger, Peter J.
Weiner, Peter
Weinshenk, R. J.
Weisbach, Morris S.
Weisinger, J. R.
Weiss, Asia Ivic
Weiss, Barak
Weiss, Benjamin
Weiss, George H.
Weiss, Guido
Weiss, Max L.
Weiss, P.
Weiss, S.
Weiss, William A. R.
Weissblum, W. E.
Weisz, Ivan
Weitsman, Allen W.
Welch, Lloyd R.
Welland, Grant V.
Wells, Albert L., Jr.
Wells, C. P.
Wells, James H.
Wells, Mark B.
Welsh, Dominic J. A.
Welzl, Emo
Wendel, J. G.
Wendelin, Hermann
Weng, Guoqing
Weng, Jia Feng
Wenger, Rephael
Werman, Michael
Wertheim, D. G.
West, David
West, Harry H.
Westman, M. P.
Westwick, Roy
Wetzel, John E.
Wevrick, Dan
Wexler, P. J.
Weyant, Thomas
Whinston, A.
White, Andrew B., Jr.
White, Arthur T.
Whitesides, Sue H.
Whitfield, J. H. M.
Whitney, Anne
Whitney, E. L.
Whitney, Hassler
Wichura, Michael J.
Wick, Georges
Widder, David Vernon
Widom, Harold
Widulski, William
Wiegandt, Richard
Wiegmann, N.
Wiegold, James
Wiekema, J. R.
Wielandt, Helmut W.
Wiener, Janet
Wiener, Norbert
Wierman, John C.
Wigderson, Avi
Wilansky, Albert
Wilber, Robert
Wilbrink, Hendrikus Adrianus
Wilbur, Willy John
Wilcox, Gordon W.
Wild, K.
Wilf, Herbert S.
Wilfong, Gordon
Wilke, Gerhard
Wilkie, Alex
Wilks, Allan R.
Will, Todd G.
Wille, Luc T.
Willekens, Eric
Willett, D.
Williams, David L.
Williams, E. R.
Williams, Hugh Cowie
Williams, Kenneth L.
Williams, Kenneth S.
Williams, Michael R.
Williams, Ruth J.
Williams, Stanley Carl
Williamson, J. H.
Williamson, James E.
Williamson, Ralph E.
Williamson, Stanley Gill
Wills, Jorg M.
Wilmott, R. C.
Wilson, Eric L.
Wilson, Julie Carol
Wilson, R.
Wilson, Richard Gordon
Wilson, Robert A.
Wilson, Robert L., Jr.
Wilson, Robert S.
Wimer, Shmuel
Wimer, Thomas V.
Wing, G. Milton
Winklmann, Karl
Winograd, Shmuel
Winston, Kenneth J.
Winter, Paul A.
Winters, Steven J.
Wirsing, Eduard
Wiseman, James A.
Witczynski, Krzysztof
Witsenhausen, Hans S.
Wloka, J.
Woan, Wen Jin
Woeginger, Gerhard J.
Woerdeman, Hugo J.
Woess, Wolfgang
Wohlgelernter, Devora
Wojcik, Jan
Wojtas, Mieczyslaw
Woldar, Andrew J.
Wolf, J. K.
Wolf, Mary J. Cowles
Wolfe, Philip
Wolff, Thomas H.
Wolfowitz, Jacob
Wolfram, Stephen
Wolfsdorf, Kurt
Wolfskill, John
Wolfstahl, Yaron
Woll, Heather
Wong, Alice
Wong, C. M.
Wong, Frederic
Wong, James S. W.
Woo, Lin S.
Wood, Carol
Woodall, Douglas R.
Woodin, W. Hugh
Woodrow, Robert E.
Woods, Alan R.
Woods, R. Grant
Wooley, Trevor D.
Workman, D. A.
Worley, Dale
Woyczynski, Wojbor A.
Wrench, John W., Jr.
Wright, Colin Douglas
Wright, David
Wright, Edward Maitland
Wright, Fred B.
Wright, Robert Alan
Wroblewski, Jaroslaw
Wschebor, Mario
Wu, Angela
Wu, Horng-Jyh
Wu, Lung Sheng
Wu, Shun Tang
Wulbert, Daniel
Wunderlich, Marvin C.
Wyman, Max
Wyner, Aaron D.
Wysocka, Beata
Xu, Bao Lu
Xu, Cheng De
Xu, Jun Ming
Xu, K.-J.
Xu, Li Zhi
Xu, Yuan
Yadin, Irit
Yale, Keith
Yamashita, Masafumi
Yamron, Jonathan P.
Yamush, Martin L.
Yan, H. S.
Yang, Chengmin
Yang, Chung Chun
Yang, Shi Hui
Yannakakis, Mihalis
Yao, Andrew Chi Chih
Yao, Bing
Yap, Chee-Keng
Yates, D. F.
Yates, J. W.
Yau, Shing-Tung
Ye, Shumin
Yellen, Jay E.
Yemini, Yechiam
Yen, Lily
Yesha, Yaacov
Yeung, Hang-Fai
Yff, Peter
Yin, Jian Xing
Yip, Lee-Wah
Yoeli, Michael
Yokota, Hishashi
Yosida, Kosaku
Youn, Heekyung Kang
Young, Gail S.
Young, Stephen Charles
Younger, Daniel H.
Youngs, Dale A.
Youngs, J. W. T.
Yu, Ji Ye
Yu, Kun Rui
Yu, Qing Lin
Yu, Sheng
Yu, Wanyoung
Yu, Xiang Ming
Yu, Xingxing
Yu, Yao Qi
Yuan, Jin Jiang
Yue, A. S.
Yuster, Raphael
Zaanen, Adriaan Cornelis
Zagier, Don Bernard
Zaguia, Nejib
Zaharoglou, Fotios
Zahrt, John D.
Zaiger, Don B.
Zajicek, Ludek
Zaks, Joseph
Zamboni, Luca Q.
Zame, Alan
Zamfirescu, Christina M. D.
Zamfirescu, Tudor I.
Zannier, Umberto
Zaring, W. M.
Zaslavsky, Thomas
Zassenhaus, Hans J.
Zay, Bela
Zayachkowski, W.
Zbierski, Pawel
Zdravkovska, Smilka
Zeilberger, Doron
Zeitlin, David
Zelinka, Bohdan
Zeller, Karl
Zemanek, Jaroslav
Zenor, Phillip
Zergenyi, Erzsebet
Zernitz, Holger
Zetterstrom, Hans-Olov
Zhang, Bing-Yu
Zhang, Hantao
Zhang, John
Zhang, Kaizhong
Zhang, Ke Min-1
Zhang, Sheng Hai
Zhang, Xian Mo
Zhang, Yanjun
Zhang, Zhong Fu
Zhao, Zhong Xin
Zheng, De Xun
Zheng, Mao Lin
Zhong, Ju Kang
Zhong, Le Fan
Zhou, Bing
Zhou, Hao Xuan
Zhou, Hui Shan
Zhou, Jianxin
Zhou, Shiyu
Zhu, Bi Wen
Zhu, Bing Huan
Zhu, Lie-1
Zhu, Xiao Jun
Zhu, Xu Ding
Zhu, Yiliang
Ziegler, Gunter M.
Ziegler, Martin
Ziegler, Zvi
Zielezny, Z.
Zierler, Neal
Ziermann, Margit
Ziff, Robert M.
Zink, Robert E.
Ziv, Ran
Zivaljevic, Rade T.
Zivkovic, Tomislav P.
Zizler, Vaclav
Znam, Stefan
Zollner, Joachim
Zou, Hung-Bin
Zuazua, Enrike
Zubor, Zoltan
Zubrzycki, Stefan
Zuckerman, David
Zuckerman, Herbert S.
Zunic, Jovisa D.
Zweibel, J. A.
Zwick, Uri
Zwicker, William
Zygmund, Antoni
Zyka, Ondrej
